[18:45:56] [info] ENGINE: Successfully initialized Win32 window!
[18:45:56] [info] ENGINE: Successfully initialized DirectX!
[18:46:29] [info] ENGINE: PROFILER: 137300.000000FPS: 248.515137
[18:46:29] [info] ENGINE: PROFILER: 1800.000000FPS: 232.158615
[18:46:29] [info] ENGINE: PROFILER: 143200.000000FPS: 232.158615
[18:46:29] [info] ENGINE: PROFILER: 1600.000000FPS: 237.631287
[18:46:29] [info] ENGINE: PROFILER: 142300.000000FPS: 237.631287
[18:46:29] [info] ENGINE: PROFILER: 1300.000000FPS: 240.812973
[18:46:29] [info] ENGINE: PROFILER: 143500.000000FPS: 240.812973
[18:46:29] [info] ENGINE: PROFILER: 1700.000000FPS: 244.720169
[18:46:29] [info] ENGINE: PROFILER: 140000.000000FPS: 244.720169
[18:46:29] [info] ENGINE: PROFILER: 1100.000000FPS: 233.950974
[18:46:29] [info] ENGINE: PROFILER: 138700.000000FPS: 233.950974
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 243.161087
[18:46:29] [info] ENGINE: PROFILER: 141700.000000FPS: 243.161087
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 238.259735
[18:46:29] [info] ENGINE: PROFILER: 139400.000000FPS: 238.259735
[18:46:29] [info] ENGINE: PROFILER: 1300.000000FPS: 237.439453
[18:46:29] [info] ENGINE: PROFILER: 138500.000000FPS: 237.439453
[18:46:29] [info] ENGINE: PROFILER: 1300.000000FPS: 240.923233
[18:46:29] [info] ENGINE: PROFILER: 138200.000000FPS: 240.923233
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 241.213791
[18:46:29] [info] ENGINE: PROFILER: 136300.000000FPS: 241.213791
[18:46:29] [info] ENGINE: PROFILER: 2600.000000FPS: 248.323807
[18:46:29] [info] ENGINE: PROFILER: 135700.000000FPS: 248.323807
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 239.337524
[18:46:29] [info] ENGINE: PROFILER: 135500.000000FPS: 239.337524
[18:46:29] [info] ENGINE: PROFILER: 1900.000000FPS: 233.699448
[18:46:29] [info] ENGINE: PROFILER: 143000.000000FPS: 233.699448
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 246.287216
[18:46:29] [info] ENGINE: PROFILER: 162700.000000FPS: 246.287216
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 240.182541
[18:46:29] [info] ENGINE: PROFILER: 135400.000000FPS: 240.182541
[18:46:29] [info] ENGINE: PROFILER: 1300.000000FPS: 233.383118
[18:46:29] [info] ENGINE: PROFILER: 135600.000000FPS: 233.383118
[18:46:29] [info] ENGINE: PROFILER: 1000.000000FPS: 237.913971
[18:46:29] [info] ENGINE: PROFILER: 136200.000000FPS: 237.913971
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 248.329971
[18:46:29] [info] ENGINE: PROFILER: 134900.000000FPS: 248.329971
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 239.331787
[18:46:29] [info] ENGINE: PROFILER: 134200.000000FPS: 239.331787
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 233.874359
[18:46:29] [info] ENGINE: PROFILER: 135200.000000FPS: 233.874359
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 245.899612
[18:46:29] [info] ENGINE: PROFILER: 139800.000000FPS: 245.899612
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 232.558136
[18:46:29] [info] ENGINE: PROFILER: 134500.000000FPS: 232.558136
[18:46:29] [info] ENGINE: PROFILER: 1000.000000FPS: 247.488007
[18:46:29] [info] ENGINE: PROFILER: 134300.000000FPS: 247.488007
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 233.464844
[18:46:29] [info] ENGINE: PROFILER: 134600.000000FPS: 233.464844
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 238.697662
[18:46:29] [info] ENGINE: PROFILER: 138600.000000FPS: 238.697662
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 248.385498
[18:46:29] [info] ENGINE: PROFILER: 143100.000000FPS: 248.385498
[18:46:29] [info] ENGINE: PROFILER: 1000.000000FPS: 239.285965
[18:46:29] [info] ENGINE: PROFILER: 135100.000000FPS: 239.285965
[18:46:29] [info] ENGINE: PROFILER: 2400.000000FPS: 233.754089
[18:46:29] [info] ENGINE: PROFILER: 143100.000000FPS: 233.754089
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 244.804031
[18:46:29] [info] ENGINE: PROFILER: 137100.000000FPS: 244.804031
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 232.352814
[18:46:29] [info] ENGINE: PROFILER: 140100.000000FPS: 232.352814
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 249.557022
[18:46:29] [info] ENGINE: PROFILER: 140100.000000FPS: 249.557022
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 232.839706
[18:46:29] [info] ENGINE: PROFILER: 135600.000000FPS: 232.839706
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 238.555298
[18:46:29] [info] ENGINE: PROFILER: 133700.000000FPS: 238.555298
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 247.512512
[18:46:29] [info] ENGINE: PROFILER: 134700.000000FPS: 247.512512
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 233.628494
[18:46:29] [info] ENGINE: PROFILER: 167200.000000FPS: 233.628494
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 246.542252
[18:46:29] [info] ENGINE: PROFILER: 140300.000000FPS: 246.542252
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 239.882935
[18:46:29] [info] ENGINE: PROFILER: 142900.000000FPS: 239.882935
[18:46:29] [info] ENGINE: PROFILER: 1000.000000FPS: 232.131653
[18:46:29] [info] ENGINE: PROFILER: 135400.000000FPS: 232.131653
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 241.820435
[18:46:29] [info] ENGINE: PROFILER: 134900.000000FPS: 241.820435
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 238.015900
[18:46:29] [info] ENGINE: PROFILER: 133800.000000FPS: 238.015900
[18:46:29] [info] ENGINE: PROFILER: 1000.000000FPS: 247.678024
[18:46:29] [info] ENGINE: PROFILER: 134300.000000FPS: 247.678024
[18:46:29] [info] ENGINE: PROFILER: 1100.000000FPS: 231.841049
[18:46:29] [info] ENGINE: PROFILER: 137200.000000FPS: 231.841049
[18:46:29] [info] ENGINE: PROFILER: 1000.000000FPS: 241.452591
[18:46:29] [info] ENGINE: PROFILER: 147400.000000FPS: 241.452591
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 245.941940
[18:46:29] [info] ENGINE: PROFILER: 135300.000000FPS: 245.941940
[18:46:29] [info] ENGINE: PROFILER: 1200.000000FPS: 239.790909
[18:46:29] [info] ENGINE: PROFILER: 140100.000000FPS: 239.790909
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 232.406799
[18:46:29] [info] ENGINE: PROFILER: 135100.000000FPS: 232.406799
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 239.865677
[18:46:29] [info] ENGINE: PROFILER: 135400.000000FPS: 239.865677
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 248.373154
[18:46:29] [info] ENGINE: PROFILER: 134300.000000FPS: 248.373154
[18:46:29] [info] ENGINE: PROFILER: 3200.000000FPS: 238.021561
[18:46:29] [info] ENGINE: PROFILER: 139200.000000FPS: 238.021561
[18:46:29] [info] ENGINE: PROFILER: 3400.000000FPS: 228.143829
[18:46:29] [info] ENGINE: PROFILER: 144400.000000FPS: 228.143829
[18:46:29] [info] ENGINE: PROFILER: 1300.000000FPS: 239.647232
[18:46:29] [info] ENGINE: PROFILER: 147700.000000FPS: 239.647232
[18:46:29] [info] ENGINE: PROFILER: 3200.000000FPS: 243.480804
[18:46:29] [info] ENGINE: PROFILER: 142600.000000FPS: 243.480804
[18:46:29] [info] ENGINE: PROFILER: 1100.000000FPS: 239.383347
[18:46:29] [info] ENGINE: PROFILER: 148400.000000FPS: 239.383347
[18:46:29] [info] ENGINE: PROFILER: 1100.000000FPS: 241.575058
[18:46:29] [info] ENGINE: PROFILER: 145400.000000FPS: 241.575058
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 240.309509
[18:46:29] [info] ENGINE: PROFILER: 136000.000000FPS: 240.309509
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 248.323807
[18:46:29] [info] ENGINE: PROFILER: 135300.000000FPS: 248.323807
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 233.672165
[18:46:29] [info] ENGINE: PROFILER: 139700.000000FPS: 233.672165
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 239.366165
[18:46:29] [info] ENGINE: PROFILER: 140900.000000FPS: 239.366165
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 246.779541
[18:46:29] [info] ENGINE: PROFILER: 135000.000000FPS: 246.779541
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 239.750671
[18:46:29] [info] ENGINE: PROFILER: 136000.000000FPS: 239.750671
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 233.306900
[18:46:29] [info] ENGINE: PROFILER: 135200.000000FPS: 233.306900
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 246.069046
[18:46:29] [info] ENGINE: PROFILER: 133600.000000FPS: 246.069046
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 240.818787
[18:46:29] [info] ENGINE: PROFILER: 134300.000000FPS: 240.818787
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 238.720459
[18:46:29] [info] ENGINE: PROFILER: 138200.000000FPS: 238.720459
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 233.584839
[18:46:29] [info] ENGINE: PROFILER: 167400.000000FPS: 233.584839
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 246.038757
[18:46:29] [info] ENGINE: PROFILER: 139300.000000FPS: 246.038757
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 241.016129
[18:46:29] [info] ENGINE: PROFILER: 133700.000000FPS: 241.016129
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 238.543930
[18:46:29] [info] ENGINE: PROFILER: 133900.000000FPS: 238.543930
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 233.885300
[18:46:29] [info] ENGINE: PROFILER: 134600.000000FPS: 233.885300
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 246.214447
[18:46:29] [info] ENGINE: PROFILER: 137400.000000FPS: 246.214447
[18:46:29] [info] ENGINE: PROFILER: 1000.000000FPS: 239.486526
[18:46:29] [info] ENGINE: PROFILER: 135000.000000FPS: 239.486526
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 233.666702
[18:46:29] [info] ENGINE: PROFILER: 135300.000000FPS: 233.666702
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 237.693436
[18:46:29] [info] ENGINE: PROFILER: 138500.000000FPS: 237.693436
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 248.268341
[18:46:29] [info] ENGINE: PROFILER: 134200.000000FPS: 248.268341
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 240.084503
[18:46:29] [info] ENGINE: PROFILER: 135100.000000FPS: 240.084503
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 234.532578
[18:46:29] [info] ENGINE: PROFILER: 135100.000000FPS: 234.532578
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 237.495834
[18:46:29] [info] ENGINE: PROFILER: 135300.000000FPS: 237.495834
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 248.348480
[18:46:29] [info] ENGINE: PROFILER: 134400.000000FPS: 248.348480
[18:46:29] [info] ENGINE: PROFILER: 1200.000000FPS: 240.049942
[18:46:29] [info] ENGINE: PROFILER: 141700.000000FPS: 240.049942
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 232.872253
[18:46:29] [info] ENGINE: PROFILER: 133600.000000FPS: 232.872253
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 246.256882
[18:46:29] [info] ENGINE: PROFILER: 138900.000000FPS: 246.256882
[18:46:29] [info] ENGINE: PROFILER: 1000.000000FPS: 238.766052
[18:46:29] [info] ENGINE: PROFILER: 138100.000000FPS: 238.766052
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 235.404892
[18:46:29] [info] ENGINE: PROFILER: 134400.000000FPS: 235.404892
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 237.993240
[18:46:29] [info] ENGINE: PROFILER: 167100.000000FPS: 237.993240
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 239.475082
[18:46:29] [info] ENGINE: PROFILER: 139200.000000FPS: 239.475082
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 241.592590
[18:46:29] [info] ENGINE: PROFILER: 134000.000000FPS: 241.592590
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 238.413132
[18:46:29] [info] ENGINE: PROFILER: 134000.000000FPS: 238.413132
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 247.267700
[18:46:29] [info] ENGINE: PROFILER: 136500.000000FPS: 247.267700
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 240.246017
[18:46:29] [info] ENGINE: PROFILER: 163200.000000FPS: 240.246017
[18:46:29] [info] ENGINE: PROFILER: 1000.000000FPS: 238.180298
[18:46:29] [info] ENGINE: PROFILER: 135000.000000FPS: 238.180298
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 234.967911
[18:46:29] [info] ENGINE: PROFILER: 139800.000000FPS: 234.967911
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 236.753647
[18:46:29] [info] ENGINE: PROFILER: 134200.000000FPS: 236.753647
[18:46:29] [info] ENGINE: PROFILER: 1200.000000FPS: 244.792068
[18:46:29] [info] ENGINE: PROFILER: 136600.000000FPS: 244.792068
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 236.294891
[18:46:29] [info] ENGINE: PROFILER: 134700.000000FPS: 236.294891
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 239.555374
[18:46:29] [info] ENGINE: PROFILER: 167800.000000FPS: 239.555374
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 248.317657
[18:46:29] [info] ENGINE: PROFILER: 139000.000000FPS: 248.317657
[18:46:29] [info] ENGINE: PROFILER: 1100.000000FPS: 238.333572
[18:46:29] [info] ENGINE: PROFILER: 135700.000000FPS: 238.333572
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 235.610107
[18:46:29] [info] ENGINE: PROFILER: 135200.000000FPS: 235.610107
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 237.045456
[18:46:29] [info] ENGINE: PROFILER: 137500.000000FPS: 237.045456
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 230.574112
[18:46:29] [info] ENGINE: PROFILER: 134100.000000FPS: 230.574112
[18:46:29] [info] ENGINE: PROFILER: 1800.000000FPS: 247.628952
[18:46:29] [info] ENGINE: PROFILER: 139700.000000FPS: 247.628952
[18:46:29] [info] ENGINE: PROFILER: 3500.000000FPS: 239.085739
[18:46:29] [info] ENGINE: PROFILER: 138200.000000FPS: 239.085739
[18:46:29] [info] ENGINE: PROFILER: 1400.000000FPS: 240.072998
[18:46:29] [info] ENGINE: PROFILER: 140600.000000FPS: 240.072998
[18:46:29] [info] ENGINE: PROFILER: 2700.000000FPS: 242.530060
[18:46:29] [info] ENGINE: PROFILER: 140300.000000FPS: 242.530060
[18:46:29] [info] ENGINE: PROFILER: 1300.000000FPS: 239.314606
[18:46:29] [info] ENGINE: PROFILER: 139500.000000FPS: 239.314606
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 239.854156
[18:46:29] [info] ENGINE: PROFILER: 136700.000000FPS: 239.854156
[18:46:29] [info] ENGINE: PROFILER: 900.000000FPS: 240.436646
[18:46:29] [info] ENGINE: PROFILER: 138900.000000FPS: 240.436646
[18:46:29] [info] ENGINE: PROFILER: 1000.000000FPS: 239.148621
[18:46:29] [info] ENGINE: PROFILER: 138800.000000FPS: 239.148621
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 239.675964
[18:46:29] [info] ENGINE: PROFILER: 138600.000000FPS: 239.675964
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 248.706726
[18:46:29] [info] ENGINE: PROFILER: 136500.000000FPS: 248.706726
[18:46:29] [info] ENGINE: PROFILER: 800.000000FPS: 239.693192
[18:46:29] [info] ENGINE: PROFILER: 144500.000000FPS: 239.693192
[18:46:29] [info] ENGINE: PROFILER: 1100.000000FPS: 238.492722
[18:46:29] [info] ENGINE: PROFILER: 136400.000000FPS: 238.492722
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 234.153656
[18:46:30] [info] ENGINE: PROFILER: 135000.000000FPS: 234.153656
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 246.596954
[18:46:30] [info] ENGINE: PROFILER: 134600.000000FPS: 246.596954
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 240.113342
[18:46:30] [info] ENGINE: PROFILER: 135200.000000FPS: 240.113342
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 239.211548
[18:46:30] [info] ENGINE: PROFILER: 138700.000000FPS: 239.211548
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 234.082397
[18:46:30] [info] ENGINE: PROFILER: 134500.000000FPS: 234.082397
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 245.061996
[18:46:30] [info] ENGINE: PROFILER: 150200.000000FPS: 245.061996
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 240.795578
[18:46:30] [info] ENGINE: PROFILER: 137000.000000FPS: 240.795578
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 239.125748
[18:46:30] [info] ENGINE: PROFILER: 140000.000000FPS: 239.125748
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 234.296295
[18:46:30] [info] ENGINE: PROFILER: 133900.000000FPS: 234.296295
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 244.834015
[18:46:30] [info] ENGINE: PROFILER: 136700.000000FPS: 244.834015
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 240.760818
[18:46:30] [info] ENGINE: PROFILER: 133600.000000FPS: 240.760818
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 233.513916
[18:46:30] [info] ENGINE: PROFILER: 133800.000000FPS: 233.513916
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 245.434921
[18:46:30] [info] ENGINE: PROFILER: 140200.000000FPS: 245.434921
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 232.801773
[18:46:30] [info] ENGINE: PROFILER: 139800.000000FPS: 232.801773
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 247.690277
[18:46:30] [info] ENGINE: PROFILER: 134300.000000FPS: 247.690277
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 232.574371
[18:46:30] [info] ENGINE: PROFILER: 135300.000000FPS: 232.574371
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 239.366165
[18:46:30] [info] ENGINE: PROFILER: 136400.000000FPS: 239.366165
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 248.756226
[18:46:30] [info] ENGINE: PROFILER: 177600.000000FPS: 248.756226
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 239.607040
[18:46:30] [info] ENGINE: PROFILER: 133800.000000FPS: 239.607040
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 234.279831
[18:46:30] [info] ENGINE: PROFILER: 139200.000000FPS: 234.279831
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 245.730423
[18:46:30] [info] ENGINE: PROFILER: 138800.000000FPS: 245.730423
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 239.452133
[18:46:30] [info] ENGINE: PROFILER: 135200.000000FPS: 239.452133
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 233.978348
[18:46:30] [info] ENGINE: PROFILER: 166900.000000FPS: 233.978348
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 238.010223
[18:46:30] [info] ENGINE: PROFILER: 167000.000000FPS: 238.010223
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 248.434860
[18:46:30] [info] ENGINE: PROFILER: 134900.000000FPS: 248.434860
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 233.121964
[18:46:30] [info] ENGINE: PROFILER: 142200.000000FPS: 233.121964
[18:46:30] [info] ENGINE: PROFILER: 1000.000000FPS: 238.106567
[18:46:30] [info] ENGINE: PROFILER: 136100.000000FPS: 238.106567
[18:46:30] [info] ENGINE: PROFILER: 1000.000000FPS: 247.819199
[18:46:30] [info] ENGINE: PROFILER: 163000.000000FPS: 247.819199
[18:46:30] [info] ENGINE: PROFILER: 1200.000000FPS: 239.160080
[18:46:30] [info] ENGINE: PROFILER: 144000.000000FPS: 239.160080
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 234.389648
[18:46:30] [info] ENGINE: PROFILER: 135300.000000FPS: 234.389648
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 239.561127
[18:46:30] [info] ENGINE: PROFILER: 168000.000000FPS: 239.561127
[18:46:30] [info] ENGINE: PROFILER: 1300.000000FPS: 245.019974
[18:46:30] [info] ENGINE: PROFILER: 139700.000000FPS: 245.019974
[18:46:30] [info] ENGINE: PROFILER: 1100.000000FPS: 239.160080
[18:46:30] [info] ENGINE: PROFILER: 137800.000000FPS: 239.160080
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 235.632309
[18:46:30] [info] ENGINE: PROFILER: 138700.000000FPS: 235.632309
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 238.327881
[18:46:30] [info] ENGINE: PROFILER: 136200.000000FPS: 238.327881
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 248.114334
[18:46:30] [info] ENGINE: PROFILER: 171300.000000FPS: 248.114334
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 239.538177
[18:46:30] [info] ENGINE: PROFILER: 134300.000000FPS: 239.538177
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 233.541183
[18:46:30] [info] ENGINE: PROFILER: 134900.000000FPS: 233.541183
[18:46:30] [info] ENGINE: PROFILER: 1300.000000FPS: 237.642593
[18:46:30] [info] ENGINE: PROFILER: 134300.000000FPS: 237.642593
[18:46:30] [info] ENGINE: PROFILER: 1200.000000FPS: 246.341827
[18:46:30] [info] ENGINE: PROFILER: 139000.000000FPS: 246.341827
[18:46:30] [info] ENGINE: PROFILER: 1500.000000FPS: 230.361649
[18:46:30] [info] ENGINE: PROFILER: 144100.000000FPS: 230.361649
[18:46:30] [info] ENGINE: PROFILER: 2500.000000FPS: 240.656509
[18:46:30] [info] ENGINE: PROFILER: 140500.000000FPS: 240.656509
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 241.586746
[18:46:30] [info] ENGINE: PROFILER: 136200.000000FPS: 241.586746
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 240.801392
[18:46:30] [info] ENGINE: PROFILER: 143600.000000FPS: 240.801392
[18:46:30] [info] ENGINE: PROFILER: 3000.000000FPS: 239.641479
[18:46:30] [info] ENGINE: PROFILER: 136900.000000FPS: 239.641479
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 248.286819
[18:46:30] [info] ENGINE: PROFILER: 135000.000000FPS: 248.286819
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 239.452133
[18:46:30] [info] ENGINE: PROFILER: 148600.000000FPS: 239.452133
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 239.963516
[18:46:30] [info] ENGINE: PROFILER: 135400.000000FPS: 239.963516
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 233.918121
[18:46:30] [info] ENGINE: PROFILER: 138400.000000FPS: 233.918121
[18:46:30] [info] ENGINE: PROFILER: 1000.000000FPS: 237.490219
[18:46:30] [info] ENGINE: PROFILER: 133900.000000FPS: 237.490219
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 247.641205
[18:46:30] [info] ENGINE: PROFILER: 138000.000000FPS: 247.641205
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 234.192047
[18:46:30] [info] ENGINE: PROFILER: 133800.000000FPS: 234.192047
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 238.305161
[18:46:30] [info] ENGINE: PROFILER: 134000.000000FPS: 238.305161
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 247.868332
[18:46:30] [info] ENGINE: PROFILER: 134300.000000FPS: 247.868332
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 233.236160
[18:46:30] [info] ENGINE: PROFILER: 133800.000000FPS: 233.236160
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 238.657791
[18:46:30] [info] ENGINE: PROFILER: 137900.000000FPS: 238.657791
[18:46:30] [info] ENGINE: PROFILER: 1000.000000FPS: 247.078293
[18:46:30] [info] ENGINE: PROFILER: 133900.000000FPS: 247.078293
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 233.524841
[18:46:30] [info] ENGINE: PROFILER: 137400.000000FPS: 233.524841
[18:46:30] [info] ENGINE: PROFILER: 1200.000000FPS: 243.932190
[18:46:30] [info] ENGINE: PROFILER: 173400.000000FPS: 243.932190
[18:46:30] [info] ENGINE: PROFILER: 2100.000000FPS: 219.514862
[18:46:30] [info] ENGINE: PROFILER: 138400.000000FPS: 219.514862
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 256.752594
[18:46:30] [info] ENGINE: PROFILER: 140100.000000FPS: 256.752594
[18:46:30] [info] ENGINE: PROFILER: 1000.000000FPS: 244.953949
[18:46:30] [info] ENGINE: PROFILER: 136700.000000FPS: 244.953949
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 243.765701
[18:46:30] [info] ENGINE: PROFILER: 138800.000000FPS: 243.765701
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 232.417618
[18:46:30] [info] ENGINE: PROFILER: 135200.000000FPS: 232.417618
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 239.137207
[18:46:30] [info] ENGINE: PROFILER: 135600.000000FPS: 239.137207
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 247.942078
[18:46:30] [info] ENGINE: PROFILER: 141800.000000FPS: 247.942078
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 234.076920
[18:46:30] [info] ENGINE: PROFILER: 134500.000000FPS: 234.076920
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 237.993240
[18:46:30] [info] ENGINE: PROFILER: 137900.000000FPS: 237.993240
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 247.622818
[18:46:30] [info] ENGINE: PROFILER: 144900.000000FPS: 247.622818
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 232.455429
[18:46:30] [info] ENGINE: PROFILER: 135200.000000FPS: 232.455429
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 240.865189
[18:46:30] [info] ENGINE: PROFILER: 135600.000000FPS: 240.865189
[18:46:30] [info] ENGINE: PROFILER: 800.000000FPS: 246.445038
[18:46:30] [info] ENGINE: PROFILER: 138600.000000FPS: 246.445038
[18:46:30] [info] ENGINE: PROFILER: 900.000000FPS: 239.773666
